"wordform","sum_freq","norm_freq","log_freq","sqrt_freq","bcLambda_0.0","bcLambda_0.1","bcLambda_0.2","bcLambda_0.3","bcLambda_0.4","bcLambda_0.5","bcLambda_0.6","bcLambda_0.7","bcLambda_0.8","bcLambda_0.9","bcLambda_1.0","Moby_pron","Rep_P","Rep_O","sem_1","sem_2","sem_3","sem_4","sem_5","sem_6","sem_7","sem_8","sem_9","sem_10","sem_11","sem_12","sem_13","sem_14","sem_15","sem_16","sem_17","sem_18","sem_19","sem_20","sem_21","sem_22","sem_23","sem_24","sem_25","sem_26","sem_27","sem_28","sem_29","sem_30","sem_31","sem_32","sem_33","sem_34","sem_35","sem_36","sem_37","sem_38","sem_39","sem_40","sem_41","sem_42","sem_43","sem_44","sem_45","sem_46","sem_47","sem_48","sem_49","sem_50","sem_1_ori","sem_2_ori","sem_3_ori","sem_4_ori","sem_5_ori","sem_6_ori","sem_7_ori","sem_8_ori","sem_9_ori","sem_10_ori","sem_11_ori","sem_12_ori","sem_13_ori","sem_14_ori","sem_15_ori","sem_16_ori","sem_17_ori","sem_18_ori","sem_19_ori","sem_20_ori","sem_21_ori","sem_22_ori","sem_23_ori","sem_24_ori","sem_25_ori","sem_26_ori","sem_27_ori","sem_28_ori","sem_29_ori","sem_30_ori","sem_31_ori","sem_32_ori","sem_33_ori","sem_34_ori","sem_35_ori","sem_36_ori","sem_37_ori","sem_38_ori","sem_39_ori","sem_40_ori","sem_41_ori","sem_42_ori","sem_43_ori","sem_44_ori","sem_45_ori","sem_46_ori","sem_47_ori","sem_48_ori","sem_49_ori","sem_50_ori"
"swoop",743,1.651111111,0.089198874,27.25802634,6.610696045,9.368629041,13.75718955,20.88673641,32.68321597,52.51605268,86.3251001,144.6525619,246.3217372,425.1222345,742,"sw/u/p","_/s/w/u/p/_/_/","_/s/w/o/o/p/_/_/",1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0.96408,-1.1894,0.2107,-0.51093,0.12338,-0.59063,0.092107,-0.071442,0.060143,0.39416,-0.15142,-0.19653,-0.36745,0.5922,0.096201,-0.078996,-0.056368,-0.45495,-1.4167,0.072329,0.1197,0.048435,-0.090658,0.11343,-1.02,-0.44656,0.2768,0.44666,0.21064,-0.39826,0.18623,0.61119,-0.021532,0.32919,0.083873,0.21386,-0.086713,-0.89394,-0.15478,-0.20782,-0.031005,0.32504,0.18293,0.26298,0.68741,-0.57937,0.73848,0.19183,0.45767,-0.58215
"swoosh",161,0.357777778,0.05,12.68857754,5.081404365,6.621973577,8.81450028,11.97495058,16.5840418,23.37715508,33.48486677,48.65324514,71.59013027,106.5108196,160,"sw/U/S/","_/s/w/U/S/_/_/","_/s/w/o/o/s/h/_/",0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,-0.30955,0.085755,-0.14548,0.58401,0.096637,-0.42665,-0.29166,-1.3689,0.21993,0.46442,0.31262,-0.016297,-0.67806,-0.081807,-0.22808,0.62162,-0.78119,1.0169,0.16089,-0.16713,-0.86116,-0.17236,-0.53097,-0.6442,-0.38449,-0.31412,-0.95404,1.6162,0.86251,-1.2379,-0.81727,0.61885,-0.49939,1.1779,-0.65539,-0.46147,-0.14399,-0.37217,-1.1706,0.16456,0.45447,-0.87631,-1.0314,0.77212,0.25391,-0.7825,0.31044,0.45786,-0.79928,-0.18764
"sword",6482,14.40444444,0.250188243,80.51086883,8.776784384,14.05309146,23.92756044,43.05315047,81.18037531,159.0217377,321.0892153,663.9951498,1399.231042,2993.190987,6481,"s/oU/rd","_/_/s/o/r/d/_/","_/s/w/o/r/d/_/_/",0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,-0.27749,0.16458,-0.59039,-0.21153,1.2918,0.71714,1.4475,0.046474,0.08288,0.20684,0.012788,1.0847,-0.44464,-0.004326,-0.56169,-0.43552,0.35991,0.57799,-1.5555,-0.30467,0.32346,-0.1617,-0.17271,-0.96668,0.28796,-1.6996,-0.7208,-0.3002,0.38742,-0.84427,1.0902,-0.37071,-0.365,0.852,-0.19557,1.0083,-0.17677,-0.75021,-0.80681,-0.26563,0.62411,0.058115,-0.41231,0.12122,0.71635,-0.47108,0.7484,-1.2716,-0.5937,-1.3352
"swore",2208,4.906666667,0.162490177,46.9893605,7.699842407,11.59732218,18.32221626,30.24649457,51.89257714,91.978721,167.4740596,311.6845793,590.4604895,1134.832185,2207,"sw/oU/r","_/s/w/o/r/_/_/","_/s/w/o/r/e/_/_/",1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,-0.11297,-0.54996,-0.14425,-0.72836,1.1207,-0.4297,0.25056,0.98828,-0.74196,-0.16828,-0.35585,0.78549,-0.21107,-0.54483,0.13063,0.19256,-0.75414,-0.23996,0.39017,-0.02894,0.10489,0.87955,0.71515,-0.65569,-0.20661,-1.3115,0.031528,-0.072152,0.013463,-0.52494,-0.30684,0.86874,-1.3908,0.19617,-0.11251,-0.19487,0.17271,-0.62666,-0.24417,-0.38359,0.19876,-0.057427,-0.94093,0.36491,-0.25646,-0.033632,-0.9856,-0.26501,-0.014641,-0.71063
"sworn",3049,6.775555556,0.187640529,55.21775077,8.022568947,12.30569412,19.87719951,33.66021353,59.38750557,108.4355015,203.6117098,391.0465722,764.7626691,1517.683937,3048,"sw/oU/rn","_/s/w/o/r/n/_/","_/s/w/o/r/n/_/_/",1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.24943,-0.10125,0.24615,0.0078459,1.2508,-0.19391,0.18946,0.74879,-0.82347,-0.86232,-0.51701,0.15781,0.0068625,0.10308,0.45912,-0.075989,-1.2707,-0.73958,0.59677,0.059513,0.057185,0.61029,1.0736,-0.88629,-0.46637,-1.1916,0.50334,-0.26384,-0.97495,0.37028,0.85919,-0.060072,-1.7367,-0.65985,0.3658,-0.14566,0.63124,-0.36362,-0.46682,-0.70257,-0.53194,-0.0176,-0.69878,-0.29776,-0.73153,0.010413,-1.1008,0.070036,0.32079,-0.46193
"swum",198,0.44,0.05,14.07124728,5.288267031,6.969401255,9.398028948,12.95506203,18.23032376,26.14249456,38.13010687,56.4566359,84.69926462,128.5340052,197,"sw/@/m","_/s/w/^/m/_/_/","_/s/w/u/m/_/_/_/",0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,-0.2331,-0.6501,0.40734,0.1486,-1.8152,-0.38657,-0.39574,0.8421,0.78028,-0.30903,0.7061,-0.1848,-0.10846,-0.047205,0.9437,0.22347,-0.02098,0.71413,-1.4476,-0.64266,-0.46724,0.3274,1.5842,0.48847,1.7559,0.087233,0.31872,0.27219,-0.32135,-0.030092,-0.13578,0.22806,0.76906,0.15963,-0.33968,-0.63536,0.27917,1.1807,-0.87077,-0.18216,0.12307,-0.64236,0.59679,1.625,-1.1304,-1.4443,0.53006,-0.64908,-0.35159,-0.39479
"swung",5860,13.02222222,0.241587208,76.55063684,8.675904883,13.81166487,23.3497692,41.67034689,77.87094135,151.1012737,302.1330183,618.6265389,1290.647643,2733.309664,5859,"sw/@/N/","_/s/w/^/G/_/_/","_/s/w/u/n/g/_/_/",0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,-0.48856,-1.4889,0.3281,-0.50106,0.34837,-0.20888,-0.17149,0.1985,-0.28973,0.36928,0.063876,-0.45714,-1.2029,0.49759,-0.93181,0.11235,-0.066445,-0.57069,-0.80862,-0.98118,0.14941,0.13036,-0.16351,-0.68055,0.18072,-0.92611,0.62939,0.95719,0.034872,-0.44982,1.1848,0.60833,0.71119,0.75076,-0.64302,-0.90309,-0.31738,0.22208,0.013839,-0.022002,-0.21972,0.18124,-0.58831,0.48251,-0.24823,-0.25337,0.26569,-0.34434,0.0017637,-0.71185
"sylph",36,0.08,0.05,6,3.583518938,4.309690811,5.238362555,6.433853505,7.982406782,10,12.64302414,16.12290724,20.72617039,26.84197364,35,"s/I/lf","_/_/s/I/l/f/_/","_/_/s/y/l/p/h/_/",0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,-0.1344,-0.35616,-0.47497,-0.22372,-0.3202,-0.11926,0.50527,-0.32312,0.43144,-0.066737,0.10961,-0.19269,0.62001,0.33401,-0.14908,-0.41013,0.15239,0.66814,-0.22869,0.27724,-0.76583,0.030403,-0.029392,-0.073878,0.60906,0.65172,-0.58714,0.58384,0.21554,0.28479,-1.095,-0.91054,-0.56887,0.84905,-0.77479,0.19624,-0.33886,-0.44933,0.14157,-0.30236,0.3342,-0.54098,-0.12262,-0.11938,0.43579,-0.75477,0.87044,-0.42977,0.26056,-0.10604
"sync",1086,2.413333333,0.112318854,32.95451411,6.9902565,10.11791563,15.23652647,23.80778215,38.45170035,63.90902821,108.8293557,189.1099706,334.1583523,598.6859497,1085,"s/I/N/k","_/_/s/I/G/k/_/","_/_/s/y/n/c/_/_/",0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,-0.56071,-0.42551,0.9044,-0.010221,-0.49227,-0.019287,-0.01721,-0.43386,0.1344,1.1345,0.51621,0.044218,-0.74198,0.54684,-0.40975,0.51893,-0.70481,-0.42133,1.0896,-0.81382,-0.92696,0.69444,0.50913,0.94192,0.17415,0.50831,-0.42386,0.16179,0.29887,-1.0599,1.4158,0.12674,0.020739,0.35014,0.26316,-0.46665,0.58546,-0.8993,-0.29386,-0.79492,0.3379,-0.38107,-0.76258,0.098739,0.26806,-0.32978,1.3337,-0.85779,-0.78678,0.67793
"synth",65,0.144444444,0.05,8.062257748,4.17438727,5.180683844,6.522658099,8.328121976,10.77716497,14.1245155,18.73176432,25.11389701,34.00662191,46.46396717,64,"s/I/n/T/","_/_/s/I/n/T/_/","_/_/s/y/n/t/h/_/",0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,-0.59098,-0.68476,-0.16461,0.039789,-1.7711,0.86795,0.21337,-0.042728,-0.58562,1.5433,0.61694,0.33334,-0.050272,1.2913,-1.2264,-0.079449,-0.2619,-0.1352,0.015119,-0.57551,-0.41628,0.36535,-0.22763,0.58336,0.47852,0.56975,-0.85544,0.61529,0.66566,-0.24813,1.2125,-0.66746,1.1988,0.99172,0.17163,0.51776,0.051672,-0.65659,-0.22966,0.23642,0.95923,0.72456,-0.42043,-0.29927,0.27339,0.37112,1.2446,-0.3365,-0.77178,-0.13447
"ta",8757,19.46,0.276153976,93.57884376,9.07760866,14.78766025,25.72140504,47.43411672,91.88047279,185.1576875,384.933431,819.9638751,1780.284729,3924.229119,8756,"t/A/","_/_/t/a/_/_/_/","_/_/t/a/_/_/_/_/",1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0.34764,-0.24896,0.27224,0.64528,-0.22252,-1.8058,1.3151,0.0083497,-1.0172,-0.32337,-0.017994,0.20411,0.21037,0.050114,-0.49946,-0.27076,-0.043176,0.64534,0.3834,1.2227,-0.37788,-0.36545,0.703,-0.33848,-0.80633,-0.50908,-0.9786,-0.48042,-1.2357,-0.34165,1.2255,-0.74613,-0.45432,1.43,-0.45581,-0.021423,0.18182,-0.518,0.72463,-0.046842,0.19091,-0.013467,-0.13957,0.17189,0.68462,-1.4559,-0.25182,-0.28589,0.06025,0.36345
"tab",2571,5.713333333,0.174201918,50.70502934,7.852050207,11.92856476,19.04309761,31.81537487,55.30705429,99.41005867,183.6480865,346.88742,667.0811052,1301.603726,2570,"t/&/b","_/_/t/@/b/_/_/","_/_/t/a/b/_/_/_/",1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0.11523,-0.42934,0.95389,0.0066529,0.49177,-0.34265,-0.62784,-0.95318,0.1896,-0.11092,-0.020214,0.58258,0.40459,0.44774,0.57147,-0.15609,-0.19563,-0.088521,0.20504,-0.98849,-0.33355,-0.73586,-0.61834,0.24196,-0.42769,0.039023,0.55112,0.28414,-0.34767,-0.83468,1.1614,0.58791,-0.30794,0.92681,-0.12644,0.69243,0.15153,-0.37533,0.57763,-0.90339,0.72867,0.76831,-0.51492,0.31012,-0.49305,-0.47234,1.0315,0.13512,0.2722,0.52887
"tack",1637,3.637777778,0.140364137,40.45985665,7.400620577,10.96065588,16.96745474,27.36348395,45.75690676,78.9197133,139.677522,252.5143056,464.49581,866.6522355,1636,"t/&/k","_/_/t/@/k/_/_/","_/_/t/a/c/k/_/_/",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0.21063,-0.82031,-0.49746,-0.70774,-0.52387,0.48868,0.16727,-0.28327,-0.52456,-0.092971,-0.67463,0.42341,-0.14623,0.59853,-0.87822,0.13655,-0.37303,-0.31189,0.12139,-1.0274,0.37269,-0.25868,-0.26683,0.013917,0.55183,-0.90131,0.27172,0.92846,0.32991,-0.68844,0.81353,0.71377,-0.27903,0.68529,0.16624,-0.56883,-0.01038,0.39404,-0.87353,-0.12951,-0.090095,0.2527,-0.14069,0.2526,-0.025392,-0.44743,0.85659,-0.10386,0.73753,0.41627
"tact",531,1.18,0.071298882,23.04343724,6.274762021,8.728778444,12.5383571,18.56480029,28.25939698,44.08687449,70.26257179,114.0411518,187.9781005,313.912104,530,"t/&/kt","_/_/t/@/k/t/_/","_/_/t/a/c/t/_/_/",0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,-0.21943,-0.20305,-1.1583,-0.45855,0.17223,-0.24567,1.643,0.61205,0.086866,0.86816,0.16332,0.70078,-0.0125,-0.22457,-0.86353,-0.13949,-0.19652,0.17522,0.59309,-0.5608,-0.073604,0.77999,0.44957,-0.8411,0.2844,0.036067,-0.346,0.21043,0.69991,0.44736,0.11641,0.68644,0.065118,-0.32382,0.3556,0.26619,-0.45978,0.79184,-0.35277,-0.16569,0.46783,-0.084428,-0.078583,0.58452,-0.5584,-0.050281,0.42281,0.61848,-0.42306,0.25393
"tad",1400,3.111111111,0.12933599,37.41657387,7.244227516,10.63539581,16.29097801,25.95651723,42.83057448,72.83314774,127.0176353,226.1815576,409.7221965,752.7176837,1399,"t/&/d","_/_/t/@/d/_/_/","_/_/t/a/d/_/_/_/",0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-0.42866,-0.66584,0.14653,-0.22765,0.21437,-0.073459,0.069585,-0.40643,-1.2975,-0.087996,-0.45906,0.20928,-0.15474,-0.55684,0.22031,0.69018,0.013324,0.51487,-0.0090479,-0.5563,-0.6434,0.13507,-0.083817,0.22709,0.92136,-0.17544,-0.21837,0.72349,0.54544,0.50859,0.025026,-0.37115,1.0978,0.47554,0.37041,-1.0649,-0.42488,-0.086016,-0.1907,-0.62645,-0.087738,0.47003,-0.34612,0.5243,0.0098807,-0.70519,0.60218,-0.21165,-0.048134,1.5911
"tag",5955,13.23333333,0.242954337,77.16864648,8.691986482,13.84998864,23.44109791,41.88799082,78.38960506,152.337293,305.078557,625.6460087,1307.375641,2773.173928,5954,"t/&/g","_/_/t/@/g/_/_/","_/_/t/a/g/_/_/_/",0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,-1.055,-0.0033949,1.183,1.014,-0.088966,0.00073528,0.38502,-0.23387,0.37172,-0.28849,0.38422,-0.020902,-0.65062,0.072138,0.6158,0.016924,0.041124,0.26172,-0.69588,-0.3937,-0.45832,-1.1533,0.27172,0.17695,-0.90091,-0.93645,-0.88757,-0.047497,0.062688,-0.62022,1.1067,0.40548,-0.12697,0.18268,-0.38211,0.54888,0.31173,-0.3131,-0.57493,-1.4424,0.58842,-0.29085,-0.3657,0.4095,-0.14589,-1.0084,0.452,-0.25489,0.12047,-0.12131
"tail",9916,22.03555556,0.287001449,99.57911428,9.201904893,15.09768428,26.49468782,49.36291544,96.69153611,197.1582286,414.8675286,894.6323194,1966.542167,4388.846804,9915,"t/eI/l","_/_/t/e/l/_/_/","_/_/t/a/i/l/_/_/",1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.667,-0.34404,-0.12031,-0.62494,0.49561,1.6991,0.156,-0.99089,0.73759,-1.3016,0.47723,0.72423,-0.085052,1.4643,-1.0984,0.38812,-0.39745,0.2409,-1.381,-1.2604,-1.1851,-0.86185,0.76457,-0.31357,0.37998,-0.83569,-0.24629,1.8426,0.1225,-0.2796,2.0203,0.32758,0.55633,1.0805,0.33745,0.015244,0.31557,-0.28931,-0.41862,-0.034958,-0.45052,0.17994,-0.43051,0.35376,-0.23004,-0.21335,0.89032,-0.59543,0.12182,-0.3055
"taille",17,0.037777778,0.05,4.123105626,2.833213344,3.275316749,3.811701739,4.465208779,5.264608754,6.246211251,7.455922195,8.951879146,10.80782982,13.11746757,16,"t/eI/l","_/_/t/e/l/_/_/","_/_/t/a/i/l/l/e/",1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.37743,-0.7608,-0.88851,-0.68015,-0.73633,0.006551,0.71435,0.57347,-0.92201,-0.04445,0.09917,0.97833,1.2219,0.2741,-0.51762,-1.8843,-0.39938,-0.29761,0.71138,-0.14628,-0.65101,-1.4197,-0.21054,0.1278,-0.28698,1.4143,0.34218,0.018853,-0.073924,-0.37134,0.002259,-0.20604,0.52204,0.94809,-0.12075,0.14452,0.24443,-1.0256,0.1866,-0.19531,-0.080605,-0.43688,0.49933,-0.96437,-0.64113,-0.68738,0.11679,0.024806,0.71077,0.81625
"taint",564,1.253333333,0.07432583,23.74868417,6.335054251,8.842039521,12.75112267,18.96449032,29.01023559,45.49736835,72.9122743,119.0188017,197.3289894,331.4785037,563,"t/eI/nt","_/_/t/e/n/t/_/","_/_/t/a/i/n/t/_/",0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,-0.40893,-0.48489,-0.50505,0.30774,-0.28276,0.5362,0.97962,0.83936,0.48052,0.49808,-0.12475,0.49932,-0.14798,-0.25927,0.20227,0.64494,0.59346,-0.46332,0.60636,-0.47514,0.14784,-0.82148,0.56568,0.0084489,-0.42858,-1.0306,-0.72383,0.53849,0.62862,-0.42015,-0.76536,0.46329,-0.45492,-1.002,-0.64749,0.42546,-0.72188,-0.16495,0.43081,-0.78976,-0.25244,-0.16604,-0.57973,0.86333,0.2592,0.34915,-0.12224,0.56625,0.77062,-1.1478
"take",334639,743.6422222,0.605001417,578.4799046,12.72080762,25.68269562,58.66273834,148.110541,402.7944253,1154.959809,3438.620393,10520.74709,32851.46423,104200.9691,334638,"t/eI/k","_/_/t/e/k/_/_/","_/_/t/a/k/e/_/_/",1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.62257,0.071858,0.024343,-0.12574,0.31062,-0.2258,-0.34277,0.50858,-0.13264,-0.068181,-0.21331,0.27151,-0.44914,0.076563,0.54888,0.58235,0.46806,-0.3486,-0.14855,-0.81118,0.26717,0.24443,0.016739,0.04569,0.23783,-1.9723,-0.067601,-0.50336,0.21409,-0.48434,3.5853,1.1371,-1.1428,-0.058785,0.2457,-0.16272,0.17293,0.18225,0.0188,-0.52325,-0.34459,0.035117,0.27834,0.18419,0.23106,0.13612,0.021502,0.18111,0.038953,0.23854
"talc",90,0.2,0.05,9.486832981,4.49980967,5.682823361,7.297547429,9.524017607,12.62296728,16.97366596,23.13005432,31.90422244,44.49082786,62.65291766,89,"t/&/lk","_/_/t/@/l/k/_/","_/_/t/a/l/c/_/_/",0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,-0.16481,0.072323,0.237,0.55916,-1.1238,1.0988,0.35018,0.33901,0.41407,0.76701,-0.020947,-0.22232,0.68046,-0.1941,-0.66232,0.58312,0.53556,0.86226,0.83017,-0.42995,-0.010786,0.34675,0.9822,-0.48342,-0.090982,0.58643,-0.62628,0.55697,0.25178,-0.4011,-0.68906,-1.2514,-0.25302,0.08258,0.76506,-0.079438,-0.0024602,0.44867,1.1469,-0.24515,-0.081735,-1.2134,0.645,0.46094,0.81088,0.59364,-0.42085,0.20763,0.16162,-0.8303
"tale",10504,23.34222222,0.292049159,102.4890238,9.259511416,15.24268055,26.85964607,50.28152456,99.0037048,202.9780476,429.5162813,931.5040071,2059.350417,4622.451385,10503,"t/eI/l","_/_/t/e/l/_/_/","_/_/t/a/l/e/_/_/",1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.85692,0.59658,-1.5459,-0.22034,0.95127,0.97157,0.063219,-0.38314,-0.20414,0.50646,-1.2263,0.65423,-0.37501,0.48254,1.0305,-0.85897,-0.045624,0.16171,-0.59839,0.43464,0.10194,0.68748,-0.16826,0.43125,1.0786,-1.1281,-1.9614,0.35987,0.6615,-0.14758,1.5179,-0.61676,0.43154,0.25644,0.071325,0.5483,-1.0183,-0.52674,-0.31839,-0.83206,-0.25927,0.37878,0.21174,-0.14645,0.066302,0.70039,0.95542,-0.45282,0.19058,-0.29039
"talk",149776,332.8355556,0.531604672,387.0090438,11.91689612,22.92639795,49.2073841,115.6569267,291.3440491,772.0180876,2122.135631,5992.499397,17267.61504,50541.24643,149775,"t/O/k","_/_/t/a/k/_/_/","_/_/t/a/l/k/_/_/",1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,-0.034604,0.41087,-0.097368,-0.19548,-0.05855,-0.2581,-0.85141,0.19582,-0.76829,0.37035,-0.63907,0.30593,-0.38117,0.40505,0.90915,0.54359,-0.088861,0.17422,0.33587,-0.36806,0.32399,1.056,0.68695,0.81261,0.74166,-1.7618,-0.085259,0.34565,0.55371,-0.24026,2.8321,0.80733,-0.59279,-0.52127,-0.60045,-0.39173,-0.27123,-0.52009,-0.4718,-0.46781,-0.046203,0.39371,-0.78866,0.43174,0.52053,0.028046,-0.013935,0.56204,-0.5977,0.95068
"tall",24028,53.39555556,0.36561193,155.0096771,10.0869751,17.42027224,32.59356648,65.3883885,138.8276241,308.0193542,706.7345911,1663.533315,3993.449467,9735.399725,24027,"t/O/l","_/_/t/a/l/_/_/","_/_/t/a/l/l/_/_/",0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,-0.29795,1.6047,0.65784,-0.70614,1.331,0.33365,0.23685,-1.4812,-0.60511,-0.27616,-0.8087,-0.47017,0.54773,0.67308,-0.18642,-0.02795,0.6932,1.132,-0.91967,-0.74656,-1.5234,-0.02718,-0.43476,-0.58002,0.425,-0.61237,0.67993,1.3435,0.12867,0.05925,2.2013,-0.70091,0.52313,0.83591,0.19223,0.53298,0.24317,0.39889,-0.26113,-0.71878,-0.17139,0.026581,0.60812,0.45731,0.65118,0.024623,0.13008,-1.6474,-0.2626,-0.5544
"tame",1598,3.551111111,0.138638315,39.97499218,7.376508126,10.91017548,16.86177193,27.1422325,45.29370721,77.94998437,137.6473502,248.2640463,455.5976897,848.0235875,1597,"t/eI/m","_/_/t/e/m/_/_/","_/_/t/a/m/e/_/_/",1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0.22591,-1.3616,0.21484,-0.85981,-0.1197,-0.64071,-0.287,-0.28188,0.19787,0.69907,-0.091719,-0.18561,0.40847,-0.05912,-0.05079,0.28742,0.59777,-0.47756,-0.54527,-0.17877,-0.82422,-0.53674,-0.035336,0.10324,0.24871,-0.34087,-0.31087,0.88641,0.73967,0.61005,0.92231,0.3839,0.5483,-0.12624,0.1902,-0.21577,-0.61905,-0.53066,-0.48155,-1.4735,-0.74209,-0.10518,0.24872,-0.33253,0.36869,0.066932,0.62448,0.12947,1.3604,0.086983
"tamp",183,0.406666667,0.05,13.52774926,5.209486153,6.836240039,9.172948932,12.57461135,17.58724814,25.05549852,36.29273895,53.35088555,79.4495076,119.6601139,182,"t/&/mp","_/_/t/@/m/p/_/","_/_/t/a/m/p/_/_/",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,-0.03885,-1.4477,0.61434,-1.0229,-0.51376,-0.44305,0.38763,-0.042194,-0.73955,0.23743,-1.1159,-0.23733,-0.028119,-0.73038,-0.32102,1.0528,0.42953,-0.68084,0.73963,-0.56374,0.70674,-0.012735,0.51988,-0.56669,0.14627,-0.09898,0.72753,0.5069,0.92111,0.28795,-0.51002,0.37246,-0.73865,-1.0556,-0.45198,0.51734,-1.9126,-0.58818,0.17279,-0.99418,-0.28434,0.28562,-0.47364,-0.31229,1.097,0.051604,1.2927,0.23235,0.16701,-0.74379
